evtID,E,R
10155,6.9687333,10826.895
10156,2.359209,14244.538
10157,10.41559,16930.658
10158,6.1329455,13622.632
10159,8.784985,13294.633
10160,9.455221,13910.393999999998
10161,4.9857526,12732.071000000002
10162,9.880063999999999,17122.02
10163,4.1430917,14142.818000000001
10164,9.252342,12287.318000000001
10165,9.234041,6640.8623
10166,10.404589999999999,11579.752
10167,4.4972453,15142.618999999999
10168,5.205609,10452.735
10169,8.272489,10189.392
10170,8.236528999999999,16557.861
10171,9.962767,15445.755
10172,9.119453,14557.521
10173,4.885153,17498.402
10174,2.542036,17256.281000000003
10175,2.0045793,15455.026000000002
10176,8.314672999999999,17556.365
10177,3.9013855000000004,8412.697
10178,1.6433698,14814.536
10179,7.654555,16524.734
10180,2.6758373,9179.826
10181,5.7634125,15677.496000000001
10182,8.412546,16089.788999999999
10183,7.900972400000001,3491.8367
10184,7.3939756999999995,12309.399
10185,9.410433,6045.0415
10186,4.030572,17662.73
10187,0.92271084,12814.738000000001
10188,10.083171,15254.907
10189,3.0920009999999998,4205.3057
10190,8.118051,12957.188
10191,8.040894999999999,16459.104
10192,3.7150578000000003,17488.523
10193,4.181267,5233.5806
10194,5.2654543,11390.704
10195,9.748564,6522.5054
10196,5.651039599999999,5837.7764
10197,5.061796,11775.298
10198,2.5322795,13175.233
10199,6.5410843000000005,14915.731000000002
10200,1.6528957999999998,13885.118999999999
10201,6.4619765,12815.37
10202,4.3326015,3818.1301
10203,8.922683000000001,15791.632
10204,6.012519999999999,10092.011999999999
10205,2.3137426,7407.081999999999
10206,10.106501,13163.431999999999
10207,3.3828087,13975.896
10208,6.697100999999999,15498.003999999999
10209,2.6228282000000003,6210.499
10210,2.7915018,15064.358
10211,0.58559173,15696.608
10212,9.339336999999999,17255.193
10213,6.9832735,13641.583999999999
10214,4.5585265,16938.584
10215,8.157149,12486.185
10216,4.893944,17330.57
10217,3.1406705,6840.191
10218,4.509426599999999,14127.563999999998
10219,6.976756599999999,17636.709
10220,2.0077555,10861.226999999999
10221,4.7338357,17375.582
10222,2.3077695,17301.016
10223,8.758409,12894.495
10224,8.739772,16108.708
10225,10.179528,14284.816
10226,8.335997,16564.762
10227,5.8164086,14045.168
10228,8.929578,17223.29
10229,1.3051945,13353.666000000001
10230,6.727342599999999,17575.598
10231,7.67687,8259.8955
10232,8.674903,17430.941000000003
10233,5.4766574,11880.882
10234,7.251572,12866.181
10235,7.139069,11503.918
10236,5.5427175,15604.615
10237,5.843762,16647.193
10238,2.1974443999999997,17372.748
10239,4.248403,16724.467
10240,4.6829176,16936.246
10241,7.063675,8629.093
10242,5.4444346,15217.141000000001
10243,5.647729,17344.295
10244,9.908972,15105.223999999998
10245,7.7802105,16752.076
10246,6.338955,14361.715
10247,1.0595481000000002,16567.436
10248,6.028313,9000.459
10249,10.40122,17481.557
10250,3.3934932,9004.14
10251,8.70974,15817.283000000001
10252,2.5549755000000003,13396.13
10253,7.54097,7709.003000000001
10254,2.1317673,7309.227
10255,2.9280806,15440.714
10256,4.753261,13182.501
10257,4.145782,14950.308
10258,3.3725972,12865.362
10259,6.0103183,12081.246000000001
10260,7.7511754,8677.416
10261,2.4968904999999997,12399.191
10262,6.9094095,16491.75
10263,6.44337,7953.897
10264,9.334414500000001,12907.222
10265,6.778249000000001,11660.528999999999
10266,4.7297616,16467.5
10267,10.467207,17603.652
10268,0.88176125,10619.319
10269,8.809933000000001,13233.177
10270,9.964283,7152.8457
10271,4.8945756,15432.48
10272,9.929149,16539.256
10273,6.553889999999999,17198.414
10274,9.510721,17533.771
10275,1.715427,13124.821000000002
10276,6.6803737000000005,7461.3467
10277,5.6296387,6562.4067
10278,7.244675599999999,17247.531000000003
10279,5.153017500000001,15946.12
10280,8.13367,17660.92
10281,9.547814,17301.615
10282,8.085106,13913.73
10283,7.0145817,15802.568000000001
10284,6.023240599999999,16993.795
10285,2.8902645000000002,15824.228000000001
10286,6.1999319999999996,16666.576
10287,4.946604,16462.484
10288,3.2563077999999996,16591.55
10289,9.865587,12482.49
10290,5.9033213,16614.3
10291,8.214692999999999,14016.245
10292,3.240211,13695.492
10293,9.228953,9653.664
10294,4.164651,13525.271999999999
10295,2.3769355,12853.595
10296,6.4107447,15955.983
10297,6.2156777000000005,10715.735
10298,8.358642,10354.31
10299,1.0714662,15709.212
10300,7.4600344,9376.896
10301,4.645716999999999,16500.863
10302,1.3160615,14558.003999999999
10303,3.2956962999999995,14560.361
10304,9.579302,15087.041000000001
10305,7.74788,13812.918
10306,4.60951,9540.819
10307,9.98482,10793.018999999998
10308,3.8424814,9746.431
10309,5.0403047,10475.940999999999
10310,8.355425,16492.225
10311,3.3732316,16045.445
10312,6.996344000000001,10122.382
10313,2.3967617000000003,8216.152
10314,8.373946,15447.858
10315,4.4318,16547.713
10316,6.6353054,13071.532
10317,2.0124364,15119.4
10318,10.101745,16260.448999999999
10319,2.303825,17639.31
10320,9.139124,11532.18
10321,9.624044999999999,17041.0
10322,7.216739,13389.858
10323,4.5325985,15303.604
10324,4.854182,13489.115
10325,5.354641,16086.65
10326,6.8225727,10043.18
10327,2.5347815,15332.461000000001
10328,5.758273,17057.97
10329,2.2308588,13688.493
10330,8.272584,17469.18
10331,5.732522,15780.829
10332,0.8547377,12026.37
10333,2.6304917000000003,13853.348
10334,8.468931,11246.2295
10335,8.007136000000001,17293.338
10336,8.300817,14075.958999999999
10337,5.464993499999999,13557.858999999999
10338,10.092196000000001,10770.936000000002
10339,4.3968362999999995,17318.568
10340,3.2725023999999996,13399.161
10341,8.66646,15783.973999999998
10342,3.8297496,12822.839
10343,7.312050999999999,17011.676
10344,5.7471437000000005,16520.668
10345,1.622846,14045.892
10346,8.481255,14493.956
10347,1.202656,13916.14
10348,8.385100999999999,16354.63
10349,10.480808,17056.244
10350,6.315832,17358.516
10351,0.6390559,12752.983999999999
10352,8.713461,17506.236
10353,6.0384044999999995,14958.526000000002
10354,5.883324,14279.489
10355,6.306423000000001,8567.196
10356,7.372151,13458.77
10357,9.508719000000001,8214.159
10358,5.4635925,8984.646999999999
10359,1.8499403000000003,11134.535
10360,5.9873012999999995,17693.758
10361,7.3387804,13365.407
10362,8.541984,10318.423
10363,1.5889035,12228.078000000001
10364,8.316129,17323.396
10365,2.8727232999999996,12980.131000000001
10366,2.302342,6458.7295
10367,4.3392067,17257.924
10368,6.156362000000001,13478.415
10369,7.540830000000001,11689.813999999998
10370,3.7373693,16562.433999999997
10371,4.809017,11318.044
10372,4.164672,14388.458999999999
10373,2.8821647,12925.738000000001
10374,9.368808,10225.776
10375,7.9605966,14274.368
10376,5.0948806,13508.218
10377,7.9642177,9887.363000000001
10378,4.392458400000001,13862.683
10379,9.485327,10517.585
10380,9.731614,12743.497
10381,3.6555223,9796.251
10382,4.347153700000001,13442.298
10383,6.1521096,17568.488
10384,0.78114206,17387.008
10385,9.286650999999999,8699.694
10386,9.442091,16067.91
10387,8.805886,14503.033000000001
10388,0.86511785,15767.485
10389,3.6706738,9462.846
10390,5.549382700000001,15153.311000000002
10391,1.0755293,16284.285
10392,8.171438,16320.059
10393,3.3214366,12577.016000000001
10394,7.770338000000001,13781.257
10395,2.970493,8463.91
10396,5.9262977,8820.693000000001
10397,5.0923595,15438.277
10398,10.490973,15536.247
10399,8.792416000000001,7162.001
10400,7.808555999999999,16985.558999999997
10401,3.9364917,10709.041000000001
10402,7.061841499999999,5637.81
10403,4.5627275,12759.378999999999
10404,8.322773,15307.973
10405,9.610039,9999.232
10406,9.964379,16751.305
10407,8.070958000000001,10157.405999999999
10408,5.163561,7776.2153
10409,5.1436706,16335.482
10410,5.403523000000001,14325.708
10411,0.83499366,10740.053
10412,8.501858,17503.44
10413,3.83124,9613.317
10414,3.7807547999999995,12114.857
10415,7.132909,16814.803
10416,7.286696000000001,12487.913
10417,4.5870385,17080.268
10418,3.636458,15108.454
10419,5.3313475,17530.848
10420,5.675287,10536.559
10421,10.508794,17372.996
10422,4.2348704,7285.2793
10423,2.3597646,12690.593
10424,5.5181455999999995,13407.444
10425,1.7483151000000001,7601.344
10426,6.5932593,13719.13
10427,8.278417,16082.546
10428,5.124876,7128.7974
10429,8.715396,16198.903999999999
10430,0.88551575,11878.809
10431,0.56280667,15984.943000000001
10432,7.4971647,15463.8955
10433,3.8287516000000004,9741.39
10434,4.775214,16784.605
10435,1.4509313,15046.787
10436,4.864431,12116.261999999999
10437,5.5523214,10056.86
10438,2.1786804,17084.262
10439,10.488796,12395.149
10440,1.7683672,16026.878
10441,0.96388274,10846.122
10442,10.250488,10442.836
10443,4.6806903,15640.142
10444,6.3343050000000005,14072.094
10445,4.811,15307.1045
10446,9.477843,13197.3
10447,7.446762599999999,15197.941
10448,4.0912514,14087.301000000001
10449,3.3307269999999995,14501.457
10450,5.4383826,17148.129
10451,1.830216,9313.888
10452,5.7937,9451.761999999999
10453,1.2315421999999998,9719.17
10454,7.555822,10570.548999999999
10455,7.094759,15025.071000000002
10456,7.2017465,17503.371
10457,7.173501,17220.234
10458,3.2044232000000004,7884.295999999999
10459,0.5341607,14791.569
10460,7.872878599999999,14006.595
10461,1.287728,11047.806999999999
10462,5.2181087,15799.528
10463,4.2355194,17075.783
10464,6.8338646999999995,10987.348999999998
10465,10.014635,11246.038999999999
10466,3.040595,16231.733
10467,5.161186,16330.898000000001
10468,9.614802000000001,11695.211000000001
10469,9.051727,15078.033000000001
10470,6.458838,15330.073
10471,3.5008779999999997,17171.908
10472,5.9997854,15955.1875
10473,3.5120769999999997,15983.093
10474,7.32155,17408.316000000003
10475,0.97519755,9291.992
10476,4.6854762999999995,17140.822
10477,7.389445299999999,5123.5728
10478,8.362214999999999,16443.729
10479,5.924426,4918.93
10480,3.3406974999999997,9325.366
10481,6.861503,16387.281000000003
10482,2.6654668,7674.359
10483,4.263135,9323.846
10484,1.2927061000000002,9982.2
10485,2.4083487999999997,12908.542
10486,4.442793,17106.543
10487,8.423594,17415.432
10488,7.2527966,16778.406000000003
10489,0.5223059,16479.855
10490,1.7765746999999998,7035.933000000001
10491,8.525405000000001,14070.043
10492,5.3936715,11838.646
10493,3.651328,15237.131000000001
10494,2.5772111,12281.614
10495,2.1874540000000002,16704.47
10496,2.7460307999999998,13796.992
10497,2.6509213,11062.47
10498,6.546718599999999,12373.503
10499,6.674564999999999,13462.63
10500,4.533059,15644.968
10501,7.143853699999999,16591.889
10502,7.8336619999999995,15487.288999999999
10503,5.014739499999999,17102.48
10504,7.474971000000001,16757.688000000002
10505,6.226719999999999,13423.903
10506,7.752911999999999,16440.47
10507,8.228749,15922.423
10508,1.2321371,8913.594000000001
10509,6.370545,11385.4
10510,8.366328,17626.64
10511,6.738214999999999,8804.546999999999
10512,8.643243,15316.625
10513,5.049975,9257.073
10514,8.089633000000001,13240.993999999999
10515,4.1778426,14218.344
10516,4.6976047,11651.803
10517,4.833257,13710.636999999999
10518,3.6216168,10778.956
10519,4.6747074,17548.604
10520,10.33592,15503.796
10521,6.4375160000000005,9415.718
10522,7.0887694,16257.85
10523,9.327491,10468.458
10524,10.412061999999999,15206.249
10525,1.031379,4480.615
10526,9.7725,8645.719000000001
10527,1.5900326,17018.889
10528,1.5783423,11008.645
10529,7.480112599999999,15196.817
10530,7.7142134,13961.666000000001
10531,7.5382240000000005,13616.128999999999
10532,5.463939,17083.933999999997
10533,3.4059398,13422.247
10534,6.651617999999999,12975.473
10535,2.3048716000000002,16054.798999999999
10536,4.1961627,15720.507
10537,10.0107765,1372.4723
10538,3.4601552000000004,12978.15
10539,8.895524,14947.803999999998
10540,4.070393,15363.533000000001
10541,10.063180000000001,16049.841
10542,0.598551,16030.989
10543,5.452677700000001,10572.893999999998
10544,9.842888,16872.658
10545,4.7785673,17243.322
10546,9.332721000000001,12601.733999999999
10547,8.442689999999999,16964.348
10548,7.188022999999999,10713.571000000002
10549,2.7687939999999998,12996.489
10550,10.378703999999999,16960.553
10551,6.7678533,7541.225
10552,4.134530000000001,13471.923
10553,2.1071541000000003,11993.1875
10554,0.6929993,16773.31
10555,4.2971334,17377.701
10556,2.6515822,17673.48
10557,4.073314,16772.982
10558,3.5435152000000003,9849.234
10559,7.9981884999999995,16654.742
10560,4.817122,10737.376
10561,9.953983000000001,15494.613000000001
10562,9.715597,8724.589
10563,10.137317,16444.855
10564,5.5120635,10052.091
10565,6.2504363,2532.469
10566,3.6752384,14562.782
10567,7.210176,13856.748
10568,0.540083,16946.613
10569,9.028248,11970.105
10570,1.9739846999999997,13426.108999999999
10571,9.79936,14963.37
10572,9.980215,14846.063999999998
10573,2.3664324,13689.981000000002
10574,1.4245033,7802.1074
10575,3.1454058,13648.523000000001
10576,4.9508553,11641.081
10577,5.8023739999999995,15860.212
10578,10.196197,15284.497
10579,9.5413265,13529.783000000001
10580,7.226758500000001,15025.32
10581,2.2501322999999998,5241.3364
10582,6.1140523,1919.0912
10583,1.3376719,15679.423999999999
10584,10.445062,14561.874
10585,9.05011,16643.963
10586,2.4693162,16676.156000000003
10587,4.782908,16210.997
10588,0.8196526,17221.213
10589,1.6892718999999998,15600.026000000002
10590,9.543806,16279.907
10591,3.7643707,12093.684
10592,9.186601,16572.947
10593,3.20437,4192.3267
10594,8.254792,16002.713
10595,4.4661074,16602.164
10596,5.868321,12901.017
10597,7.5460104999999995,8545.463
10598,8.381086999999999,13626.528
10599,8.315322,16198.441
10600,5.058699,12046.829
10601,3.0585717999999997,15041.704
10602,7.067889,14505.002
10603,4.3912315,12662.021
10604,9.210797999999999,7938.2886
10605,7.6592910000000005,7533.148
10606,6.310601,10546.194
10607,2.247132,15570.746000000001
10608,2.0089761999999998,17688.13
10609,7.055761,7368.911999999999
10610,3.37595,17222.207
10611,5.491621,7635.8774
10612,0.95960015,9112.8
10613,5.271546400000001,15255.435
10614,8.854600999999999,16448.787
10615,8.682744999999999,15020.457
10616,4.872141,17377.418
10617,8.662766,16372.54
10618,7.337148700000001,14905.312
10619,4.091536,9312.3125
10620,7.568403699999999,7151.473000000001
10621,9.624065,17437.398
10622,0.9015059000000001,14238.969
10623,4.130869000000001,16743.742
10624,6.306307299999999,7192.1445
10625,2.4857628,15049.075
10626,4.883846299999999,17237.314
10627,3.5124695,16332.571000000002
10628,3.3481542999999996,16445.91
10629,1.2012129999999999,14300.236
10630,0.5391949,10471.274
10631,7.943849,17390.22
10632,2.4374830000000003,16766.828
10633,9.949425999999999,16501.676
10634,3.4509269999999996,13063.198999999999
10635,0.84028655,17425.102
10636,4.4640645999999995,11340.944
10637,3.0431812000000003,12001.07
10638,5.181289700000001,17041.39
10639,5.8097315,16908.283
10640,9.808456,15507.498
10641,6.561057000000001,17497.734
10642,8.454531,6784.1787
10643,4.8251824,14078.964
10644,4.9782314,12191.222
10645,7.550727999999999,11674.098999999998
10646,4.9977627,16782.34
10647,1.6619127,12422.345
10648,3.9635806000000002,14564.437
10649,10.095486,9370.659
10650,8.515537,16076.537
10651,4.8931627,16380.332
10652,8.601797999999999,14624.643
10653,6.872267699999999,16730.834
10654,5.1377473,11004.083
10655,1.8070023999999998,15538.72
10656,3.0390203,13883.82
10657,0.5307155,15846.669
10658,7.822553599999999,15874.841999999999
10659,4.295335,9422.576
10660,1.6634214,16169.666000000001
10661,2.1973062000000003,9748.005
10662,1.0966192,16738.924
10663,9.48063,16564.84
10664,0.7110279,12596.329
10665,8.689113,17303.086
10666,5.425732599999999,16802.768
10667,5.7472296,15369.525
10668,9.31581,16910.389
10669,2.6165066,4076.1655
10670,7.0296974,11737.3
10671,3.4568917999999997,16354.298999999999
10672,1.5414834,17433.771
10673,8.400871,16538.73
10674,3.7970536,14823.01
10675,6.5487905,10471.523000000001
10676,1.1968403,5356.544
10677,6.585452,14198.493
10678,4.364637999999999,15522.346000000001
10679,4.0499587,16728.111
10680,1.2527549,9662.946
10681,8.071722,17439.564
10682,1.4502888,13797.313999999998
10683,8.966498,12349.181
10684,4.1554723,17041.34
10685,0.5548304000000001,15322.053999999998
10686,7.06005,11966.051000000001
10687,8.622396,14323.276000000002
10688,3.9225309999999998,13960.028
10689,9.714852,10223.239
10690,2.1703593999999997,13872.8955
10691,4.7313733000000004,17511.968999999997
10692,8.396321,9606.976
10693,4.126099,14877.708
10694,3.0150971,12934.482
10695,1.9072877000000001,14134.856000000002
10696,0.8528805,17035.39
10697,4.6443343,9877.996
10698,7.137289999999999,7102.0913
10699,7.393244999999999,14847.201000000001
10700,7.604541,16962.475
10701,4.0182557,14361.548
10702,2.8920217,15928.035
10703,1.5536796,13639.673
10704,7.165497,14060.396
10705,2.7577412,13226.823999999999
10706,6.9735125999999985,11973.875
10707,9.998495,10124.1
10708,1.9104796999999998,6502.3955
10709,9.179828,15223.999
10710,10.501529,13655.486
10711,0.6543177,14064.526000000002
10712,8.005718,8726.956
10713,2.0303695,14485.258
10714,5.9576697,17078.84
10715,2.8545384,14075.735
10716,9.635711,9226.017
10717,6.673983,16414.2
10718,0.9669375,14062.027
10719,7.4062696,11476.326000000001
10720,5.595664,15827.271999999999
10721,7.143267599999999,8132.579000000001
10722,2.7568734,10987.003999999999
10723,5.011663400000001,6056.2744
10724,6.186772,5946.9385
10725,1.9926297999999998,16236.283000000001
10726,1.5221679,14272.898000000001
10727,3.4366875,12909.096000000001
10728,8.961805,9049.29
10729,0.9663605,16596.893
10730,9.099402,15601.867
10731,7.91405,13080.621000000001
10732,6.080259,17408.729
10733,3.6601806000000003,13874.321000000002
10734,9.629245,10949.766000000001
10735,5.4695735,13838.589
10736,9.822325,17498.293
10737,0.5247901999999999,4939.322
10738,0.6114482,11067.178
10739,3.7856019,12020.607
10740,3.6993046,13025.409
10741,2.4794273,2809.1091
10742,7.2029033,17055.234
10743,9.135557,14417.785
10744,7.638197,15934.923999999999
10745,1.6127664,15343.062
10746,4.3245726,11052.188999999998
10747,5.593698000000001,17554.232
10748,7.724004700000001,8495.664
10749,9.436760000000001,4460.1455
10750,6.5921326,16913.2
10751,10.40985,15190.819
10752,9.39494,7406.2705
10753,9.073400999999999,10162.726999999999
10754,3.7078089999999997,15533.541000000001
10755,3.430529,15751.8545
10756,8.620581,8817.513
10757,7.446185000000001,11057.8545
10758,9.838847,13438.913
10759,2.555812,11662.861
10760,6.4916306,17121.723
10761,2.1675801,10080.97
10762,9.530827,16789.086
10763,1.8209713,11540.14
10764,9.17854,12171.821000000002
10765,3.230786,17025.207
10766,0.7271444,15451.941
10767,3.6849504,16651.14
10768,9.272523,15357.386
10769,2.474082,6470.148
10770,3.5623940999999997,15917.684
10771,7.4807687000000005,11943.558
10772,1.3687638999999998,16310.014
10773,4.983528,12464.983
10774,2.4834096000000003,12483.18
10775,1.5780306,15191.546
10776,2.612679,15804.556999999999
10777,0.904383,12409.353000000001
10778,5.9060817000000005,16750.604
10779,3.2111132000000002,12731.069
10780,2.9588175,11696.438
10781,1.4087653,11058.261
10782,6.0100145,11954.787
10783,0.72153205,15438.625
10784,0.6183904,10496.798999999999
10785,4.2895145,14875.003999999999
10786,1.4275962,14290.615
10787,9.208673,16304.788
10788,1.6680698,14540.007
10789,9.274128,7696.2793
10790,3.1983798,16733.031000000003
10791,8.000283,8233.493
10792,7.930600599999999,12502.598
10793,4.1874720000000005,16314.433
10794,10.003522,16516.479
10795,7.962058,12599.523000000001
10796,1.9018965,12279.014
10797,5.166073,16910.16
10798,8.729125,12959.046
10799,8.219493,16865.205
10800,4.130575,14798.886
10801,2.7093081000000003,10431.056
10802,1.7245317,14998.997
10803,1.8411582999999998,12898.99
10804,5.787737,15230.478000000001
10805,8.765383,17059.31
10806,2.5480103,9916.735
10807,6.976216,11436.421999999999
10808,2.8335996,13450.638
10809,5.778441,6098.754
10810,5.1430063,14922.841
10811,9.256117,7602.2817
10812,6.406048999999999,11111.805
10813,6.3070273,12690.351
10814,7.297584,7897.7519999999995
10815,10.2151785,14011.14
10816,10.087067,11721.431
10817,5.289966000000001,15542.712
10818,1.9976788,17281.098
10819,10.436596,14872.47
10820,2.7800434,6766.2515
10821,8.143130000000001,15436.215
10822,5.6013126,15188.393
10823,7.895837299999999,17250.805
10824,6.0393977,16575.959
10825,4.8539886,16346.316
10826,1.8740213,17401.557
10827,3.6459513,17597.467
10828,7.276147,15055.455
10829,3.5925050000000005,15342.253999999999
10830,0.9145610999999999,10478.203000000001
10831,4.8500547,17203.084
10832,6.9413203999999995,16685.645
10833,7.2317133,7441.387
10834,8.191193,14439.345
10835,5.9406705,16007.553
10836,9.694977,13711.095
10837,6.4571624000000005,9845.462
10838,3.7048686,14951.013
10839,5.149202,15920.326000000001
10840,8.585587,12811.072
10841,4.6195949999999995,11285.052
10842,9.356564,14925.191
10843,8.203777,13820.445
10844,6.7251306,17613.51
10845,6.708703,11970.29
10846,7.889378999999999,17473.615
10847,3.0849967,9958.175
10848,8.22286,14546.236
10849,6.37552,15044.116000000002
10850,6.807460000000001,14038.088
10851,5.599673999999999,17145.85
10852,0.98035985,17107.58
10853,2.7738845000000003,17027.229
10854,1.3926553,12739.331
10855,8.731974000000001,14649.736
10856,4.312557,17095.365
10857,4.0365686,13572.173
10858,5.2850575,14743.908000000001
10859,2.6500988,14233.835
10860,9.447869,6331.605
10861,2.759794,15938.295
10862,1.7277221999999999,17583.902
10863,9.481497000000001,7686.4893
10864,7.930895,11535.65
10865,2.043653,13861.798999999999
10866,0.9766918,14120.419
10867,2.7871509999999997,15622.53
10868,2.6984756,15735.284
10869,2.1823938,9631.938
10870,1.8482224999999999,7489.5034
10871,3.0027387,14758.737
10872,2.0168833999999998,7077.8013
10873,7.582546700000001,16926.508
10874,3.3049160000000004,12917.29
10875,4.382778,12325.669
10876,7.0999784,16693.35
10877,1.287421,16753.74
10878,4.391398000000001,13982.465
10879,9.281375,15580.237
10880,5.2715526,17118.207
10881,3.0295842,15931.838
10882,8.765571000000001,14291.492
10883,5.411815,15328.258999999998
10884,7.997082000000001,11686.476
10885,3.7955925,9438.607
10886,6.048392,12597.825
10887,7.066036,15462.2
10888,6.043971,16762.377
10889,4.183191000000001,15482.413999999999
10890,4.913764,12330.536
10891,1.5919370000000002,13735.271999999999
10892,8.064505,14637.413999999999
10893,5.578451,7355.2637
10894,4.6206097999999995,13237.94
10895,9.718916,14427.691
10896,2.8724186,13237.12
10897,9.459684,7606.6567
10898,10.081928999999999,16168.319
10899,6.477712,14533.923999999999
10900,4.498643,12112.206
10901,5.23174,17289.994
10902,9.265474000000001,15649.604
10903,6.2934093,9722.233
10904,1.2468874,15127.56
10905,6.466098000000001,13042.99
10906,1.9116078999999997,14338.896999999999
10907,0.94892496,17233.164
10908,1.4014077,13168.498
10909,6.380744,17678.713
10910,9.988089,13388.298999999999
10911,3.7138633999999997,14098.271999999999
10912,3.0838454,9375.01
10913,2.9524612,17359.033
10914,9.196437,11034.171
10915,2.5033355,15810.611
10916,10.4402075,5794.4663
10917,4.522300700000001,17381.543
10918,3.4750167999999997,8995.89
10919,10.115366,14300.653999999999
10920,6.668158,10492.596000000001
10921,0.9554433000000001,15531.523000000001
10922,7.108871000000001,14036.997
10923,6.11876,5566.471
10924,2.777807,11333.941
10925,7.2757435,13142.331
10926,3.761048,17274.281000000003
10927,1.3742208,7629.285
